Mariss Jansons,Berlioz - Orchestral Works,Symphonie fantastique - Episode in the life of an artist Op. 14 II. Un Bal: Valse (Allegro non troppo),06 Jan 2013 00:56
Mariss Jansons,Berlioz - Orchestral Works,Symphonie fantastique - Episode in the life of an artist Op. 14 I.: Passions (Allegro agitato e appassionato assai),06 Jan 2013 00:48
Mariss Jansons,Berlioz - Orchestral Works,Symphonie fantastique - Episode in the life of an artist Op. 14 I.: Rêveries (Largo) -,06 Jan 2013 00:42
Goran Bregović,Alkohol Šljivovica & Champagne,Jeremija,06 Jan 2013 00:39
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Con onor muore,06 Jan 2013 00:33
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Come una mosca prigioniera,06 Jan 2013 00:31
Luisa Villa,Puccini: Madama Butterfly,Madama Butterfly Act II: Che vuol da me?,06 Jan 2013 00:25
Luisa Villa,Puccini: Madama Butterfly,Madama Butterfly Act II: Glielo dirai?,06 Jan 2013 00:23
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Addio fiorito asil,06 Jan 2013 00:21
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Io so che alle sue pene,06 Jan 2013 00:17
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Povera Butterfly,06 Jan 2013 00:14
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Gia il sole,06 Jan 2013 00:12
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: O eh! O eh! O eh!,06 Jan 2013 00:04
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Coro a bocca chiusa,06 Jan 2013 00:01
Parov Stelar,Dubaï Eklektic,Catgroove,05 Jan 2013 23:57
Mossa,Some Eat it Raw,Brasil '99,05 Jan 2013 23:51
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Or vienmi ad adomar,05 Jan 2013 23:47
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Scuoti quella fronda di ciliegio,04 Jan 2013 16:42
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Una nave da guerra...,04 Jan 2013 16:39
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Vespa! Rospo maledetto!,04 Jan 2013 16:37
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Io scando al piano,04 Jan 2013 16:35
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Che tua madre dovra,04 Jan 2013 16:32
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: E questo? e questo?,04 Jan 2013 16:29
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Ora a noi,04 Jan 2013 16:23
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: A voi pero giurerei fede costante,04 Jan 2013 16:20
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Non lo sapete insomma,04 Jan 2013 16:18
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: C'e. Entrate,04 Jan 2013 16:14
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: Un bel di vedremo,04 Jan 2013 16:10
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act II: E Izaghi ed izanami,04 Jan 2013 16:02
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Vogliatemi bene un bene piccolino,04 Jan 2013 15:55
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Bimba dagli occhi pieni di malia,04 Jan 2013 15:51
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Viene la sera,04 Jan 2013 15:48
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Ed eccoci in famiglia,04 Jan 2013 15:43
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Ieri son salita tutta sola,04 Jan 2013 15:37
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Vieni amor mio!,04 Jan 2013 15:35
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: L'Imperial Commissario,04 Jan 2013 15:32
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Gran ventura,04 Jan 2013 15:29
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Quanto cielo!...Ancora un passo o via,04 Jan 2013 15:26
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Quale smania vi prende!,04 Jan 2013 15:22
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Dovunque al mondo,04 Jan 2013 15:17
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: Questa e la cameriera,04 Jan 2013 15:13
Orchestra del Teatro alla Scala Milano,Puccini: Madama Butterfly,Madama Butterfly Act I: E Soffitto...e pareti...,04 Jan 2013 15:11
Mossa,Some Eat it Raw,Brasil '99,04 Jan 2013 15:05
James Blake,Limit to Your Love,Limit to Your Love,04 Jan 2013 15:01
Sergei Nakariakov,From Moscow with love,Arutiunian : Trumpet Concerto,04 Jan 2013 14:45
Richard Wagner,Wagner: Der Ring des Nibelungen,Wagner: Die Walküre / Act 2 - Szene 2: Schlimm fürcht ich schloß der Streit,04 Jan 2013 06:22
Richard Wagner,Wagner: Der Ring des Nibelungen,Wagner: Die Walküre / Act 2 - Was verlangst du?,04 Jan 2013 06:18
Richard Wagner,Wagner: Der Ring des Nibelungen,Wagner: Die Walküre / Act 2 - Heut hast du's erlebt!,04 Jan 2013 06:09
Richard Wagner,Wagner: Der Ring des Nibelungen,Wagner: Die Walküre / Act 2 - Der alte Sturm die alte Müh',04 Jan 2013 06:05
Richard Wagner,Wagner: Der Ring des Nibelungen,Wagner: Die Walküre / Act 2 - Nun zäume dein Roß,04 Jan 2013 06:01
Goran Bregović,Alkohol Šljivovica & Champagne,Jeremija,04 Jan 2013 05:58
Manu Chao,Radio Bemba Sound System,Welcome to Tijuana,04 Jan 2013 05:55
Gotye,Making Mirrors,Somebody That I Used to Know,04 Jan 2013 05:51
Nôze,Un Hexagone Pop Multicolore,remember love,04 Jan 2013 05:45
Nôze,Dring,Cinq,04 Jan 2013 05:39
Nôze,Dring,C'era Una Volta,04 Jan 2013 05:34
Nôze,Dring,Dring Dring,04 Jan 2013 05:29
Nôze,Dring,EXODUS,04 Jan 2013 05:25
Nôze,Dring,In The Back Of My Ship,04 Jan 2013 05:19
London Philharmonic Orchestra,Mussorgsky & Rimsky-Korsakov: Orchestral Works,Scheherazade - Symphonic Suite Op.35: II. The Story of the Kalendar Prince,04 Jan 2013 05:07
London Philharmonic Orchestra,Mussorgsky & Rimsky-Korsakov: Orchestral Works,Scheherazade - Symphonic Suite Op.35: I. The Sea and Sinbad's Ship,04 Jan 2013 04:57
London Philharmonic Orchestra,Mussorgsky & Rimsky-Korsakov: Orchestral Works,Scheherazade - Symphonic Suite Op.35: III. The Young Prince and the Young Princess,04 Jan 2013 04:47
London Philharmonic Orchestra,Mussorgsky & Rimsky-Korsakov: Orchestral Works,Scheherazade - Symphonic Suite Op.35: IV. The Festival at Baghdad - The Sea - The Ship goes to pieces on a Rock surmounted by a Bronze Warrior,04 Jan 2013 04:34
Beirut,Gulag Orkestar,The Gulag Orkestar,04 Jan 2013 04:29
Dolora Zajick,Verdi - Requiem,Messa da Requiem: Libera me,04 Jan 2013 04:23
Dolora Zajick,Verdi - Requiem,Messa da Requiem: Requiem,04 Jan 2013 04:20
Dolora Zajick,Verdi - Requiem,Messa da Requiem: Libera me- - Dies irae,04 Jan 2013 04:15
Dolora Zajick,Verdi - Requiem,Messa da Requiem: Lux aeterna,04 Jan 2013 04:08
Dolora Zajick,Verdi - Requiem,Messa da Requiem: Agnus Dei,04 Jan 2013 04:03
Dolora Zajick,Verdi - Requiem,Messa da Requiem: Sanctus,04 Jan 2013 04:01
Dolora Zajick,Verdi - Requiem,Messa da Requiem Offertorio: Hostias,04 Jan 2013 03:54
Dolora Zajick,Verdi - Requiem,Messa da Requiem Offertorio: Domine Jesu Christe,04 Jan 2013 03:50
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Lacrymosa,04 Jan 2013 03:44
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Confutatis - Dies irae,04 Jan 2013 03:38
Luciano Pavarotti,Verdi - Requiem,Messa da Requiem Sequenza:: Ingemisco,04 Jan 2013 03:34
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Recordare,04 Jan 2013 03:30
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Rex tremendae,04 Jan 2013 03:26
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Quid sum miser,04 Jan 2013 03:22
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Liber scriptus - Dies irae,04 Jan 2013 03:17
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Mors stupebit,04 Jan 2013 03:15
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Tuba mirum,04 Jan 2013 03:13
Dolora Zajick,Verdi - Requiem,Messa da Requiem Sequenza:: Dies irae,04 Jan 2013 03:11
Dolora Zajick,Verdi - Requiem,Messa da Requiem: Requiem e Kyrie,04 Jan 2013 03:01
John Rutter,Rutter: Requiem / Magnificat,Magnificat: VII. Gloria Patri,04 Jan 2013 02:56
John Rutter,Rutter: Requiem / Magnificat,Magnificat: VI. Esurientes,04 Jan 2013 02:50
John Rutter,Rutter: Requiem / Magnificat,Magnificat: V. Fecit potentiam,04 Jan 2013 02:46
John Rutter,Rutter: Requiem / Magnificat,Magnificat: IV. Et misericordia,04 Jan 2013 02:42
John Rutter,Rutter: Requiem / Magnificat,Magnificat: III. Quia fecit mihi magna,04 Jan 2013 02:36
John Rutter,Rutter: Requiem / Magnificat,Magnificat: II. Of a Rose a Lovely Rose,04 Jan 2013 02:31
Hot Chip,In Our Heads,Motion Sickness,04 Jan 2013 02:26
Hot Chip,The Warning,And I Was a Boy from School,04 Jan 2013 02:20
Hot Chip,One Life Stand,I Feel Better,04 Jan 2013 02:16
Hot Chip,Made in the Dark,Ready for the Floor,04 Jan 2013 02:12
Hot Chip,The Warning,Over and Over,04 Jan 2013 02:06
Caribou,Swim,Found Out,04 Jan 2013 02:03
Caribou,Swim,Leave House,04 Jan 2013 01:58
Caribou,Swim,Kaili,04 Jan 2013 01:53
Caribou,Swim,Sun,04 Jan 2013 01:47
Caribou,Sunday in Bed Vol. 4,Odessa,04 Jan 2013 01:42
Gotye,Making Mirrors,Somebody That I Used to Know,04 Jan 2013 01:38
Randy Crawford,Jackie Brown,Street Life,04 Jan 2013 01:33
John Rutter,Rutter: Requiem / Magnificat,Magnificat: VII. Gloria Patri,04 Jan 2013 01:28
John Rutter,Rutter: Requiem / Magnificat,Magnificat: VI. Esurientes,04 Jan 2013 01:22
John Rutter,Rutter: Requiem / Magnificat,Magnificat: V. Fecit potentiam,04 Jan 2013 01:18
John Rutter,Rutter: Requiem / Magnificat,Magnificat: IV. Et misericordia,04 Jan 2013 01:14
Michael Jackson,Number Ones,I Just Can't Stop Loving You,02 Jan 2013 18:31
John Rutter,Rutter: Requiem / Magnificat,Magnificat: III. Quia fecit mihi magna,02 Jan 2013 14:08
John Rutter,Rutter: Requiem / Magnificat,Magnificat: II. Of a Rose a Lovely Rose,02 Jan 2013 14:03
John Rutter,Rutter: Requiem / Magnificat,Magnificat: I. Magnificat anima mea,02 Jan 2013 13:56
Michael Jackson,Number Ones,I Just Can't Stop Loving You,02 Jan 2013 13:52
John Rutter,Rutter: Requiem / Magnificat,Magnificat: I. Magnificat anima mea,02 Jan 2013 13:35
John Rutter,Rutter: Requiem / Magnificat,Magnificat: III. Quia fecit mihi magna,02 Jan 2013 06:54
John Rutter,Rutter: Requiem / Magnificat,Magnificat: II. Of a Rose a Lovely Rose,02 Jan 2013 06:49
John Rutter,Rutter: Requiem / Magnificat,Magnificat: I. Magnificat anima mea,02 Jan 2013 06:42
Maroon 5,Songs About Jane,Shiver,01 Jan 2013 13:52
Parov Stelar,Coco Part 1,Hurt,01 Jan 2013 13:49
Maroon 5,Songs About Jane,Secret,01 Jan 2013 13:44
Maroon 5,It Won't Be Soon Before Long,Back at Your Door,01 Jan 2013 13:41
Maroon 5,Songs About Jane,Shiver,01 Jan 2013 13:38
Maroon 5,Songs About Jane,She Will Be Loved,01 Jan 2013 13:33
Maroon 5,Songs About Jane,Sweetest Goodbye,01 Jan 2013 13:28
MDJ,,Damenbesuch,01 Jan 2013 13:23
Maroon 5,Bravo The Hits 2008 [Disc 1],Won't Go Home Without You,01 Jan 2013 13:20
Birdy,Birdy,Skinny Love,01 Jan 2013 13:17
Birdy,Birdy,1901,01 Jan 2013 13:11
Birdy,Live In London,Skinny Love - Live,01 Jan 2013 13:07
Birdy,Live In London,Terrible Love - Live,01 Jan 2013 13:02
Birdy,Live In London,People Help The People - Live,01 Jan 2013 12:58
Birdy,Live In London,Young Blood - Live,01 Jan 2013 12:54
Birdy,Live In London,Just A Game - Live,01 Jan 2013 12:50
Birdy,Live In London,1901 - Live,01 Jan 2013 12:45
Birdy,Live In London,The A Team - Live,01 Jan 2013 12:39
Birdy,Live In London,Shelter - Live,01 Jan 2013 12:35
Birdy,Birdy,White Winter Hymnal,01 Jan 2013 12:33
Birdy,Birdy,Shelter,01 Jan 2013 12:29
Birdy,Birdy,1901,01 Jan 2013 12:24
Birdy,Birdy,People Help the People,01 Jan 2013 12:20
Birdy,Birdy,Skinny Love,01 Jan 2013 12:16
Sir Charles Mackerras,Hector Berlioz Roman Carnival Overture Op. 9,Symphonie Fantastique Op. 14 - Songe d'une Nuit du Sabbat,01 Jan 2013 12:12
Sir Charles Mackerras,Hector Berlioz Roman Carnival Overture Op. 9,Symphonie Fantastique Op. 14 - Marche au Supplice,01 Jan 2013 12:05
Sir Charles Mackerras,Hector Berlioz Roman Carnival Overture Op. 9,Symphonie Fantastique Op. 14 - Scene aux champs,01 Jan 2013 11:50
Sir Charles Mackerras,Hector Berlioz Roman Carnival Overture Op. 9,Symphonie Fantastique Op. 14 - Un Bal,01 Jan 2013 11:43
Дмитрий Дмитриевич Шостакович,Shostakovich: The Jazz Album,Shostakovich: Jazz Suite No.2 - 2. Lyric Waltz,01 Jan 2013 11:41
Sir Charles Mackerras,Hector Berlioz Roman Carnival Overture Op. 9,Symphonie Fantastique Op. 14 - Reveries - Passions,01 Jan 2013 11:37
Sir Charles Mackerras,Hector Berlioz Roman Carnival Overture Op. 9,Roman Carnival Overture Op. 9 -,01 Jan 2013 11:28
Ottorino Respighi,Respighi: Pini di Roma; Feste romane; Fontane di Roma,Respighi: Fountains of Rome - 1. The Valle Giulia Fountain at Daybreak (La fontana de Valle Giulia à l'alba),01 Jan 2013 11:23
Wolfgang Amadeus Mozart,Mozart 2,String Quartet In G-Minor K 478 Rondeau,01 Jan 2013 01:09
Wolfgang Amadeus Mozart,Mozart 2,Serenade For 13 Wind Instruments 3rd Mvt,01 Jan 2013 01:07
Wolfgang Amadeus Mozart,Mozart 2,Quintet For Horn & Strings I.Eb 3rd Mvt.,01 Jan 2013 01:03
Wolfgang Amadeus Mozart,Mozart 2,Violin Sonata In G-Major K 301 2nd Mvt.,01 Jan 2013 01:01
The Pussycat Dolls,PCD,Hot Stuff (I Want You Back),01 Jan 2013 00:45
Parov Stelar,Coco Part 2,Matilda,01 Jan 2013 00:42
The Pussycat Dolls,PCD,Don't Cha,01 Jan 2013 00:37
Parov Stelar,Coco Part 2,Matilda,31 Dec 2012 22:34
Ketchup Song,The Ketchup Song (Las Ketchup Tribute),The Ketchup Song,31 Dec 2012 22:19
Don Omar & Lucenzo,Ai Se Eu Te Pego I Balli di Moda,Danza Kuduro,31 Dec 2012 22:15
Britney Spears,Blackout,Gimme More,31 Dec 2012 22:11
Jennifer Lopez,Dance Again...The Hits,Dance Again,31 Dec 2012 22:07
Jennifer Lopez,On the 6,Let's Get Loud,31 Dec 2012 22:03
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/64. Choral: Nun seid ihr wohl gerochen,31 Dec 2012 21:21
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/63. Rezitativ Quartett: Was will der Höllen Schrecken nun,31 Dec 2012 21:21
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/62. Aria (Tenor): Nun mögt ihr stolzen Feinde schrecken,31 Dec 2012 21:16
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/61. Rezitativ (Tenor): So geht! Genug mein Schatz geht nicht von hier,31 Dec 2012 21:14
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/59. Choral: Ich steh an deiner Krippen hier,31 Dec 2012 21:13
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/58. Evangelista: Als sie nun den König gehöret hatten,31 Dec 2012 21:12
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/57. Aria (Sopran): Nur ein Wink von seinen Händen,31 Dec 2012 21:07
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/56. Rezitativ (Sopran): Du Falscher suche nur den Herrn zu fällen,31 Dec 2012 21:06
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/55. Evangelista: Da berief Herodes die Weisen heimlich,31 Dec 2012 21:06
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 6 (Am Feste der Erscheinung Christi)/54. Chor: Herr wenn die stolzen Feinde schnauben,31 Dec 2012 21:00
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/53. Choral: Zwar ist solche Herzensstube,31 Dec 2012 20:59
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/51. Aria Terzetto (Sopran Alt Tenor): Ach wenn wird die Zeit erscheinen,31 Dec 2012 20:53
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/50. Evangelista: Und ließ versammeln alle Hohepriester und Schriftgelehrten,31 Dec 2012 20:52
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/49. Rezitativ (Alt): Warum wollt ihr erschrecken?,31 Dec 2012 20:51
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/47. Aria (Bass): Erleucht auch meine finstre Sinnen,31 Dec 2012 20:47
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/46. Choral: Dein Glanz all Finsternis verzehrt,31 Dec 2012 20:46
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/45. Chor: Wo ist der neugeborne König der Jüden,31 Dec 2012 20:44
Concentus Musicus Wien,Bach: Weihnachtsoratorium,Weihnachtsoratorium BWV 248/Kantate Nr. 5 (Am Sonntage nach Neujahr)/43. Chor: Ehre sei dir Gott gesungen,31 Dec 2012 20:36
Rachel Yakar Ortrun Wenkel Kurt Equiluz Robert Holl Nikolaus Harnoncourt & Concentus musicus Wien,Mozart : Requiem,Mozart : Requiem in D minor K626 : X Hostias,31 Dec 2012 20:35
Nikolaus Harnoncourt,Mozart : Requiem,Mozart : Requiem in D minor K626 : VIII Lacrimosa,31 Dec 2012 20:31
Lena,Stardust,Stardust,31 Dec 2012 17:43
Lena,Stardust,ASAP,31 Dec 2012 10:39
Lena,My Cassette Player,Satellite,31 Dec 2012 10:36
Lena,Stardust,Neon (Lonely People),31 Dec 2012 10:33
Lena,Stardust,Pink Elephant,31 Dec 2012 10:29
Lena,Stardust,Mr. Arrow Key,31 Dec 2012 10:25
Lena,Stardust,Stardust,31 Dec 2012 10:22
Lena,Stardust,ASAP,31 Dec 2012 10:20
Lena,My Cassette Player,Satellite,31 Dec 2012 10:17
Lena,Stardust,Stardust,31 Dec 2012 10:14
Nena,Irgendwie Irgendwo Irgendwann,Irgendwie Irgendwo Irgendwann,31 Dec 2012 10:06
Nicolas Jaar,Space Is Only Noise,Space Is Only Noise If You Can See,31 Dec 2012 10:02
Nicolas Jaar,Space Is Only Noise,Problems With the Sun,31 Dec 2012 09:58
Nicolas Jaar,Space Is Only Noise,Keep Me There,31 Dec 2012 09:53
Nicolas Jaar,Space Is Only Noise,Too Many Kids Finding Rain in the Dust,31 Dec 2012 09:49
Nicolas Jaar,Space Is Only Noise,Sunflower,31 Dec 2012 09:48
Avishai Cohen,Aurora,El Hatzipor,31 Dec 2012 09:42
Avishai Cohen,Aurora,Interlude in C# Minor,31 Dec 2012 09:41
Avishai Cohen,Aurora,Morenika,31 Dec 2012 09:37
Esbjörn Svensson Trio (E.S.T.; e.s.t.): Esbjörn Svensson (p) Dan Berglund (Bass); Magnus Öström (Schlagzeug),E.S.T. live in hamburg,Goldwrap,31 Dec 2012 09:33
Nicolas Jaar,Space Is Only Noise,Colomb,31 Dec 2012 09:29
Nicolas Jaar,Space Is Only Noise,Etre,31 Dec 2012 09:24
Nicolas Jaar,Space Is Only Noise,Keep Me There,31 Dec 2012 09:17
Nicolas Jaar,Space Is Only Noise,Space Is Only Noise If You Can See,31 Dec 2012 09:11
Nicolas Jaar,Space Is Only Noise,Too Many Kids Finding Rain in the Dust,31 Dec 2012 09:07
Nicolas Jaar,Space Is Only Noise,Keep Me There,31 Dec 2012 09:02
Birdy,Live In London,Skinny Love - Live,28 Dec 2012 10:55
Birdy,Live In London,Terrible Love - Live,28 Dec 2012 10:50
Birdy,Live In London,People Help The People - Live,28 Dec 2012 10:45
Birdy,Live In London,Young Blood - Live,28 Dec 2012 10:42
Birdy,Live In London,Just A Game - Live,28 Dec 2012 10:37
Birdy,Live In London,1901 - Live,28 Dec 2012 10:33
Birdy,Live In London,The A Team - Live,28 Dec 2012 10:27
Birdy,Live In London,Shelter - Live,28 Dec 2012 10:23
Birdy,Birdy,White Winter Hymnal,28 Dec 2012 10:21
Birdy,Birdy,Shelter,28 Dec 2012 10:17
Birdy,Birdy,1901,28 Dec 2012 10:12
Birdy,Birdy,People Help the People,28 Dec 2012 10:07
Porcupine Tree,Deadwing,Deadwing,18 Dec 2012 23:44
Porcupine Tree,The Incident,Remember Me Lover,18 Dec 2012 23:37
Porcupine Tree,The Incident,Black Dahlia,18 Dec 2012 23:33
Porcupine Tree,The Incident,Bonnie the Cat,18 Dec 2012 23:27
Porcupine Tree,The Incident,Flicker,18 Dec 2012 23:23
Porcupine Tree,The Incident,I Drive the Hearse,18 Dec 2012 23:17
Porcupine Tree,The Incident,Circle of Manias,18 Dec 2012 23:14
Porcupine Tree,The Incident,The Seance,18 Dec 2012 23:12
Porcupine Tree,The Incident,Octane Twisted,18 Dec 2012 23:07
Porcupine Tree,The Incident,Degree Zero of Liberty,18 Dec 2012 23:05
Porcupine Tree,The Incident,Time Flies,18 Dec 2012 22:53
Porcupine Tree,The Incident,The Yellow Windows of the Evening Train,18 Dec 2012 22:51
Porcupine Tree,The Incident,Your Unpleasant Family,18 Dec 2012 22:49
Porcupine Tree,The Incident,The Incident,18 Dec 2012 22:44
Porcupine Tree,The Incident,Drawing the Line,18 Dec 2012 22:39
Porcupine Tree,The Incident,Kneel and Disconnect,18 Dec 2012 22:37
Porcupine Tree,The Incident,Great Expectations,18 Dec 2012 22:36
Porcupine Tree,The Incident,The Blind House,18 Dec 2012 22:30
Porcupine Tree,The Incident,Occam's Razor,18 Dec 2012 22:28
Feindflug,Feindflug (Vierte Version),Kahle Bedrohung,18 Dec 2012 22:26
Dream Theater,Live At Budokan,In The Name Of God - Live At Budokan,18 Dec 2012 00:26
Dream Theater,Live At Budokan,Pull Me Under - Live At Budokan,18 Dec 2012 00:18
Dream Theater,Live At Budokan,Disappear [Live at Budokan],18 Dec 2012 00:12
Dream Theater,Live At Budokan,Stream Of Consciousness - Live At Budokan,18 Dec 2012 00:01
Dream Theater,Live At Budokan,Solitary Shell - Live At Budokan LP Version,17 Dec 2012 23:55
Dream Theater,Live At Budokan,Goodnight Kiss - Live At Budokan LP Version,17 Dec 2012 23:49
Dream Theater,Live At Budokan,Only A Matter Of Time - Live At Budokan,17 Dec 2012 23:41
Dream Theater,Live At Budokan,Keyboard Solo - Live At Budokan LP Version,17 Dec 2012 23:37
Dream Theater,Live At Budokan,New Millennium - Live At Budokan,17 Dec 2012 23:29
Dream Theater,Live At Budokan,Trial Of Tears - Live At Budokan,17 Dec 2012 23:15
Dream Theater,Live At Budokan,Instrumedley - Live at Budokan,17 Dec 2012 23:03
Dream Theater,Live At Budokan,Endless Sacrifice - Live At Budokan,17 Dec 2012 22:52
Dream Theater,Live At Budokan,The Test That Stumped Them All - Live At Budokan LP Version,17 Dec 2012 22:47
Dream Theater,Live At Budokan,War Inside My Head - Live At Budokan LP Version,17 Dec 2012 22:44
Dream Theater,Live At Budokan,Hollow Years - Live at Budokan,17 Dec 2012 22:35
Metallica,S&M,Outlaw Torn (Live With the SFSO),17 Dec 2012 22:25
Metallica,S&M,Human (Live With the SFSO),17 Dec 2012 22:21
Metallica,Metallica,The Unforgiven,17 Dec 2012 22:14
Metallica,Reload,The Unforgiven II,17 Dec 2012 22:07
Metallica,S&M,The Ecstasy Of Gold (Live With The SFSO),17 Dec 2012 22:05
Metallica,St. Anger,St. Anger,17 Dec 2012 22:00
Pink Floyd,Dark Side Of The Moon,Us and Them,17 Dec 2012 21:52
Pain of Salvation,Road Salt One,Road Salt,17 Dec 2012 21:49
Pain of Salvation,Road Salt One,Of Dust,17 Dec 2012 21:47
Pain of Salvation,Road Salt One,Sisters,17 Dec 2012 21:40
Pain of Salvation,Scarsick,Flame to the Moth,17 Dec 2012 21:34
Pain of Salvation,Scarsick,Idiocracy,17 Dec 2012 21:27
Pain of Salvation,On The Two Deaths Of,Hallelujah,17 Dec 2012 21:18
Pain of Salvation,Be,Martius/Nauticus II,17 Dec 2012 21:11
